Short name,Opening name,Moves
D31,"Portisch Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5 5.g4
D85,"Exchange Variation, Grunfeld; D85",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5
E11,"Nimzovich Variation, Bogo-Indian",1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7
,Unknown,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 f5
,Unknown,1.e4 e5 2.Nc3 Nf6 3.Bc4 Nxe4 4.Nf3 d5
,Unknown,1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 Nf6
,Unknown,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6
,Unknown,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4
,Unknown,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5
A32,"Spielmann Defense, Symmetrical English; A32",1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6
A13,"Wimpy System, English",1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 e3
D31,"Portisch Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5 5.g4
D06,"Modern Gambit, Chigorin Defense",1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4
D01,"Grunfeld Defense, Veresov",1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6
E11,"Nimzovich Variation, Bogo-Indian",1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7
D85,"Exchange Variation, Grunfeld; D85",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5
A48,"Euwe Variation, Torre Attack",1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 c5
B55,B55,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
B44,"Taimanov; Bastrikov, Paulsen Variation, Sicilian; B44",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6
B41,"Anderssen; Counterattack Var, Sic",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6
B40,"Kveinis Variation, Sicilian",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Qb6
B32,"Nimzovich Variation, Sicilian; Nimzo-American Variation",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d5
B32,"Bourdonnais; Lowenthal Var, Sic",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5
B34,Accelerated Dragon; Fianchetto Var; B34,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6
B18,"Classical Variation, Caro; B18",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5
B17,"Karpov Variation, Caro-Kann; B17",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7
B15,"Knight Variation, Caro",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6
B01,"Kiel Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nb4
B01,"Richter Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 g6
B01,"Anderssen Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 e5
B01,"Schiller-Pytel Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 c6
C20,Weber Gambit,1.e4 e5 2.d3 d5 3.exd5 c6 4.dxc6 Nxc6
C33,"Bledow Countergambit, KGA",1.e4 e5 2.f4 exf4 3.Bc4 d5 4.Bxd5 Nf6
C33,"Bryan; Kieseritzky Gambit, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 b5
C33,"Cozio Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 d6
C33,"Classical Defense, KGA; Lopez Variation",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 g5
C35,"Neo-Cunningham Gambit, KGA; McCormick Defense",1.e4 e5 2.f4 exf4 3.Nf3 Be7 4.Bc4 Nf6
C36,"Abbazia Defense, KGA",1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6
C25,"Cunningham Defense, Vienna",1.e4 e5 2.Nc3 Nc6 3.f4 exf4 4.Nf3 Be7
C27,"Eifel Gambit, Vienna",1.e4 e5 2.Nc3 Nf6 3.Bc4 Bc5 4.Nge2 b5
C41,"Boden Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Qxd4 Bd7
C40,"Polerio-Svedenborg Variation, Latvian",1.e4 e5 2.Nf3 f5 3.Bc4 fxe4 4.Nxe5 d5
C70,"Cozio Defense Deferred, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7
C65,"Beverwijk Variation, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Bc5
C66,"Fishing Pole Variation, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Ng4
C60,"Paulsen Variation, Cozio Defense, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.Nc3 g6
C51,Evans Gambit Accepted,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4
C50,"Italian Variation, Four Knights Game",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6
C57,"Traxler; Wilkes-Barre Var, 2 Knights",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Bc5
C44,"Benima Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Be7
C46,"Schlechter Variation, Three Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Bb4 4.Nd5 Nf6
C49,"Double Ruy Lopez Opening, 4 Knights; C49",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4
C48,"Classical Variation, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5
C48,"Rubinstein Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4
C42,"Lichtenhein Defense, Petroff",1.e4 e5 2.Nf3 Nf6 3.Bc4 Nxe4 4.Nc3 d5
C43,"Murret Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 Nc6
C10,"Blackburne Defense, French",1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7
C10,"Frere; Becker; Katilimov, Maric Var, French",1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Qd5
B00,"Riemann Defense, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Nxe5 4.f4 Nc6
A34,"Asymmetrical Variation, English",1.c4 c5 2.Nc3 Nf6 3.Nf3 d5 4.cxd5 Nxd5
A40,Hartlaub Gambit Declined,1.d4 e6 2.c4 b6 3.Nc3 Bb7 4.e4 f5 5.d5
A45,"Hergert Gambit, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.h4 Nxg5 4.hxg5 e5
B01,"Gipslis Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4
B01,"Mieses Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6
B32,"Godiva Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6
B32,"Flohr Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7
B33,B33,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6
C02,"Paulsen Attack, French",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3
C18,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3
C22,"Berger Variation, Center",1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6
C33,"Greco Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Bc5
C33,"Boden Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Nc6
C33,"Jaenisch Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Nf6
C33,"Jaenisch Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Qf6
C35,"Wild Cunningham Gambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 Be7 4.Bc4 Bh4+
C40,Wasp Variation,1.e4 e5 2.Nf3 d5 3.Nxe5 dxe4 4.Bc4 Qg5
C44,"Schmidt Attack, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 f5 4.d4 d6 5.d5
C44,"London Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+
C45,"Classical Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5
C45,"Steinitz; Pulling Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4
C57,"Ponziani-Steintz Gambit, Two Knights",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Nxe4
C67,"Rio Gambit Accepted, Ruy Lopez; C67",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4
C68,"Lutikov Variation, Ruy Lopez Exchange",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 bxc6
E10,"Rubinstein Variation, Blumenfeld",1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.e4
,Unknown,1.Nh3 d5 2.g3 e5 3.f4 Bxh3 4.Bxh3 exf4
,Unknown,1.f4 e5 2.fxe5 d6 3.exd6 Bxd6 4.Nf3 g5
,Unknown,1.e4 c6 2.d4 d5 3.e5 Bf5 4.c3 e6 5.Be2
,Unknown,1.e4 e5 2.Nf3 f5 3.Bc4 fxe4 4.Nxe5 Nf6
,Unknown,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6
A34,"Asymmetrical Variation, English",1.c4 c5 2.Nc3 Nf6 3.Nf3 d5 4.cxd5 Nxd5
A40,Hartlaub Gambit Declined,1.d4 e6 2.c4 b6 3.Nc3 Bb7 4.e4 f5 5.d5
A45,"Hergert Gambit, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.h4 Nxg5 4.hxg5 e5
E10,"Rubinstein Variation, Blumenfeld",1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.e4
B33,B33,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6
B32,"Godiva Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6
B32,"Flohr Variation, Sicilian",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7
B01,"Gipslis Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4
B01,"Mieses Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6
C22,"Berger Variation, Center",1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6
C33,"Greco Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Bc5
C33,"Boden Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Nc6
C33,"Jaenisch Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Nf6
C33,"Jaenisch Variation, KGA",1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 Qf6
C35,"Wild Cunningham Gambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 Be7 4.Bc4 Bh4+
C40,Wasp Variation,1.e4 e5 2.Nf3 d5 3.Nxe5 dxe4 4.Bc4 Qg5
C68,"Lutikov Variation, Ruy Lopez Exchange",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 bxc6
C67,"Rio Gambit Accepted, Ruy Lopez; C67",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4
C57,"Ponziani-Steintz Gambit, Two Knights",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Nxe4
C44,"Schmidt Attack, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 f5 4.d4 d6 5.d5
C44,"London Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+
C45,"Classical Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5
C45,"Steinitz; Pulling Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4
C02,"Paulsen Attack, French",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3
C18,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3
A40,Pseudo-Saemisch,1.d4 g6 2.c4 Bg7 3.e4 d6 4.Be3 Nf6 5.f3
A40,Pozarek Gambit,1.d4 Nc6 2.c4 e5 3.dxe5 Nxe5 4.Nc3 Nxc4
A45,Webster Gambit,1.d4 Nf6 2.f3 c5 3.d5 e6 4.e4 exd5 5.e5
A46,Petrosian Gambit,1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 b6 5.d5
A57,"Pawn Return Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6
A57,"Modern Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3
A57,"Dlugy Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3
B03,"Hunt Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.c5
B03,Four Pawns Attack; Chase V,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4
B07,"Sveshnikov-Jansa Attack, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.h3
C17,"Bogoljubow Variation, French",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2
C17,"Moscow Variation, French",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Qg4
C41,"Delmar Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.c3
C42,"Kholmov Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7
C45,"Malaniuk Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+
D05,"Rubinstein Attack, Colle",1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3
D31,"Gunderam Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e4 dxe4 5.f3
D45,D45,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3
E10,Dus-Chotimursky Variation,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5
E15,"Quiet Line, QID",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3
E71,"Makogonov Variation, KID; E71",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3
E72,"Deferred Fianchetto, KID; E72",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.g3
E76,"Four Pawns Attack, KID; E76",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4
E80,"Saemisch Variation, KID; E80",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3
,Unknown,1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3
,Unknown,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.c3
D31,"Gunderam Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e4 dxe4 5.f3
D45,D45,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3
D05,"Rubinstein Attack, Colle",1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3
A40,Pseudo-Saemisch,1.d4 g6 2.c4 Bg7 3.e4 d6 4.Be3 Nf6 5.f3
A40,Pozarek Gambit,1.d4 Nc6 2.c4 e5 3.dxe5 Nxe5 4.Nc3 Nxc4
A57,"Pawn Return Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6
A57,"Modern Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3
A57,"Dlugy Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3
E15,"Quiet Line, QID",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3
E10,Dus-Chotimursky Variation,1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5
E80,"Saemisch Variation, KID; E80",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f3
E76,"Four Pawns Attack, KID; E76",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4
E72,"Deferred Fianchetto, KID; E72",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.g3
E71,"Makogonov Variation, KID; E71",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3
A45,Webster Gambit,1.d4 Nf6 2.f3 c5 3.d5 e6 4.e4 exd5 5.e5
A46,Petrosian Gambit,1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 b6 5.d5
B07,"Sveshnikov-Jansa Attack, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.h3
C41,"Delmar Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.c3
C45,"Malaniuk Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+
C42,"Kholmov Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7
C17,"Bogoljubow Variation, French",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Bd2
C17,"Moscow Variation, French",1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.Qg4
B03,"Hunt Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.c5
B03,Four Pawns Attack; Chase V,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4
A25,"Botvinnik Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4
A26,"Closed System, King's English; A26",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3
A36,"Botvinnik Variation, Symmetrical English",1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4
A57,"Zaitsev System, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3
A87,A87,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3
A91,"Blackburne Attack, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bg7 5.Nh3
A92,A92,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3
B04,"Panov Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.h3
B05,"Alekhine Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.c4
B06,Anti-Modern,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Bc4 c6 5.Qe2
B07,"Chinese Variation, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.g4
B07,"Bayonet Attack, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.h4
B07,150 Attack,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2
B08,"Schlechter Variation, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.h3
B09,"Ljubojevic Variation, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Bc4
B09,"Austrian; Yugoslav Defense, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3
B12,"Landau Gambit, Caro-Kann",1.e4 c6 2.d4 d5 3.Bd3 Nf6 4.e5 Nfd7 6.e6
C02,"Ruisdonk Gambit, French",1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3 cxd4 5.Bd3
C32,"Keres Variation, KGD",1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.Nd2
C32,"Old Line, Falkbeer Countergambit, KGD",1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.Qe2
C37,"Koch; Ghulam Kassim Gambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 g4 5.d4
C37,"Australian Gambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 g4 5.h4
C39,"Kieseritzky Gambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5
C39,"Allgaier; Cotter Cambit, KGA",1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ng5
C41,"Schlechter Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.Nc3
C41,"Krause Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.O-O
C44,"Breyer Opening, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d3 Be7 5.b4
C47,"Provincial Opening, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3 d6 5.h3
C65,"Duras Variation, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 d6 5.c4
C71,"Keres Variation, Ruy Lopez",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c4
C74,C74,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3
D09,"Fianchetto Variation, Albin Countergambit; D09",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3
D30,"Anti-Noteboom Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 c6 4.Nc3 dxc4 5.g3
D30,"Quiet Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2
D31,"Miladinovic Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Be7 4.e4 dxe4 5.f3
D40,"Pillsbury Variation, Semi-Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5
D43,"Anti-Meran Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5
D73,D73,1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3
D94,"Burille Variation, Grunfeld; D94",1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3
E12,"Kasparov-Petrosian Variation, QID",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3
E15,"Timman's Line, QID",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qb3
E21,"Korchnoi Variation, Nimzo-Indian",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.d5
E36,E36,1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3
E42,"Rubinstein Variation, Nimzo-Indian; E42",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2
E44,"Fischer Variation, Nimzo-Indian; E44",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Ne2
E62,"Delayed Fianchetto, KID; E62",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3
E70,"Accelerated Averbakh Variation, KID",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bg5
E73,E73,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2
E90,E90,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3
,Unknown,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5
,Unknown,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.d4 g4 5.Ne5
,Unknown,1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.Ng5
,Unknown,1.e4 e5 2.Nf3 Nc6 3.Bb5 d6 4.d4 Bd7 5.c4
,Unknown,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Nbd2 c5 5.b3
,Unknown,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3
A36,"Botvinnik Variation, Symmetrical English",1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4
A26,"Closed System, King's English; A26",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3
A25,"Botvinnik Variation, English",1.c4 e5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.e4
D09,"Fianchetto Variation, Albin Countergambit; D09",1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3
D31,"Miladinovic Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Be7 4.e4 dxe4 5.f3
D40,"Pillsbury Variation, Semi-Tarrasch",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5
D43,"Anti-Meran Gambit, QGD",1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5
D30,"Anti-Noteboom Gambit, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 c6 4.Nc3 dxc4 5.g3
D30,"Quiet Variation, Semi-Slav",1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2
A92,A92,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3
A91,"Blackburne Attack, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bg7 5.Nh3
A87,A87,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3
A57,"Zaitsev System, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3
